name,price,change,change%,high,low
富蘭克林華美全球高收益債券基金-B分配型(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.15,13.92,9.54,10.38,0.02
富蘭克林華美全球高收益債券基金-A累積型(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.15,31.62,7.42,23.99,0.01
中國信託全球短期高收益債券基金-分配型(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),0.14,37.56,8.32,12.36,0.01
中國信託全球短期高收益債券基金-累積型(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),0.13,68.10,9.54,13.41,0.04
宏利美元高收益債券基金-A不配息(人民幣避險)(本基金主要係投資於非投資等級之高風險債券),0.12,37.24,9.60,60.99,0.01
永豐中國高收益債券基金-月配型(台幣)(本基金主要投資於非投資等級高風險債券且基金之配息來源可能為本金),0.12,48.50,4.65,15.63,0.01
永豐中國高收益債券基金-累積型(台幣)(本基金主要投資於非投資等級高風險債券且基金之配息來源可能為本金),0.11,10.09,3.00,22.01,0.01
德銀遠東DWS亞洲高收益債券基金-累積型(人民幣)(本基金主要係投資於非投資等級之高風險債券且配息之來源可能為本金),0.10,10.38,4.26,24.06,0.01
德銀遠東DWS亞洲高收益債券基金-分配型(人民幣)(本基金主要係投資於非投資等級之高風險債券且配息之來源可能為本金),0.10,24.61,8.67,30.56,0.00
第一金全球高收益債券基金B配息(人民幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),0.08,19.57,4.78,11.53,0.00
第一金全球高收益債券基金A不配息(人民幣)(本基金主要係投資於非投資等級之高風險債券),0.08,16.12,9.82,50.14,0.00
宏利美元高收益債券基金-B月配息(人民幣避險)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.07,63.09,4.05,24.11,22.34
群益中國高收益債券基金(美元)(本基金主要係投資於非投資等級之高風險債券),0.07,16.45,4.19,21.02,20.14
施羅德中國高收益債券基金-A累積(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.06,37.48,3.59,7.80,4.56
宏利美元高收益債券基金-B月配息(台幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.05,26.39,7.39,18.48,16.25
摩根亞洲總合高收益債券基金-月配型(人民幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),0.04,31.79,3.81,15.51,9.83
未來資產亞洲高收益債券基金A不配息(本基金主要係投資於非投資等級之高風險債券),0.03,13.84,19.93,8.27,9.84
未來資產亞洲高收益債券基金B配息(本基金主要係投資於非投資等級之高風險債券本基金配息前未先扣除應負擔之相關費用且配息來源可能為本金),0.00,53.24,16.58,15.55,21.32
匯豐中國高收益債券基金-不配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),0.00,24.22,5.01,20.66,114.36
匯豐中國高收益債券基金-配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),0.00,18.68,42.46,3.58,3.48
施羅德中國高收益債券基金-B分配(台幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),8.18,8.95,14.66,23.73,57.27
瀚亞全球高收益債券基金A不配息(人民幣)(本基金主要係投資於非投資等級之高風險債券),21.67,24.51,8.63,53.92,86.88
施羅德中國高收益債券基金-A累積(台幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),12.22,40.40,25.72,5.49,6.83
瀚亞全球高收益債券基金B配息(人民幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),7.74,3.30,22.93,30.39,31.86
瀚亞全球高收益債券基金S配息(人民幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),12.23,63.35,4.34,30.39,33.01
宏利美元高收益債券基金-A不配息(台幣)(本基金主要係投資於非投資等級之高風險債券),61.13,24.34,29.66,8.68,N/A
瀚亞全球高收益債券基金C配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),4.75,10.00,28.89,N/A,N/A
瀚亞全球高收益債券基金S配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),121.44,25.15,6.19,N/A,0.62
瀚亞全球高收益債券基金A不配息(台幣)(本基金主要係投資於非投資等級之高風險債券),24.04,27.95,71.27,0.15,0.24
瀚亞全球高收益債券基金B配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),9.60,7.88,N/A,0.04,0.20
瑞銀亞洲高收益債券基金-A不配息(澳幣)(本基金主要係投資於非投資等級之高風險債券),93.42,26.93,N/A,0.07,0.04
施羅德中國高收益債券基金-B分配(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),24.88,44.36,24.54,0.01,0.02
瑞銀亞洲高收益債券基金-B月配息(澳幣)(本基金主要投資於非投資等級之高風險債券且配息來源可能為本金),4.61,5.72,16.61,0.01,6.49
匯豐中國高收益債券基金-配息(美元)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),35.36,N/A,35.39,24.53,0.12
日盛中國高收益債券基金-B配息(台幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),N/A,N/A,25.13,29.24,0.08
富蘭克林華美中國高收益債券基金(美元)(本基金主要係投資於非投資等級之高風險債券),N/A,7.27,48.82,21.72,0.00
宏利新興市場高收益債券基金-A不配息(澳幣避險)(本基金主要係投資於非投資等級之高風險債券),25.55,5.44,21.25,30.45,0.03
日盛中國高收益債券基金-A不配息(台幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),17.28,9.99,7.63,9.16,0.06
國泰中國高收益債券基金-不配息(人民幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),37.34,8.58,8.82,24.96,41.10
富邦中國高收益債券基金B配息(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),29.35,9.71,8.11,35.01,94.78
貝萊德亞洲高收益債券基金-月配類型(美元)(本基金主要係投資於非投資等級之高風險債券且配息可能涉及本金),49.55,36.98,5.80,3.47,1.30
德銀遠東DWS亞洲高收益債券基金-累積型(美元)(本基金主要係投資於非投資等級之高風險債券且配息之來源可能為本金),33.81,30.43,3.18,0.1100,1.10
德銀遠東DWS亞洲高收益債券基金-分配型(美元)(本基金主要係投資於非投資等級之高風險債券且配息之來源可能為本金),0.41,22.05,8.63,0.0300,1.08
富邦中國高收益債券基金A不配息(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.37,31.42,15.63,0.2000,0.98
華南永昌人民幣高收益債券基金B配息(人民幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),0.00,13.17,8.5500,0.1200,0.98
宏利新興市場高收益債券基金-A不配息(美元)(本基金主要係投資於非投資等級之高風險債券),0.33,47.26,2.7500,0.0900,0.98
合庫全球高收益債券基金-C配息(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.24,8.29,18.6600,0.0800,0.83
華南永昌人民幣高收益債券基金A不配息(人民幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),7.18,9.22,12.3700,0.0500,0.77
合庫全球高收益債券基金-B配息(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),101.57,6.7400,9.2800,0.0400,0.75
匯豐亞洲高收益債券基金-配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),11.8600,1.6000,8.2700,0.1500,0.71
合庫全球高收益債券基金-A不配息(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),2.8500,9.9900,6.0400,0.0800,0.66
聯邦永騰亞洲高收益債券基金-B月配息(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),29.0800,5.1600,5.2200,0.0700,0.64
聯邦永騰亞洲高收益債券基金-A不配息(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),12.8700,7.3300,20.0300,0.2200,0.59
合庫全球高收益債券基金-B配息(台幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),11.4500,6.5700,11.3300,0.0600,0.57
野村美利堅高收益債基金-月配型(美元)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),10.6100,5.1800,10.6900,0.0800,0.55
合庫全球高收益債券基金-A不配息(台幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),10.9300,3.4700,34.6200,0.0800,0.54
合庫全球高收益債券基金-A不配息(澳幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),12.0800,9.9100,10.2500,0.1400,0.54
貝萊德亞洲高收益債券基金-累積類型(台幣)(本基金主要係投資於非投資等級之高風險債券且配息可能涉及本金),21.0200,8.1200,14.1500,0.0700,0.50
貝萊德亞洲高收益債券基金-月配類型(台幣)(本基金主要係投資於非投資等級之高風險債券且配息可能涉及本金),11.3300,8.3900,14.5000,0.0400,0.50
合庫全球高收益債券基金-B配息(澳幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),10.6900,8.9400,25.9100,0.0800,0.48
德銀遠東DWS亞洲高收益債券基金-分配型(台幣)(本基金主要係投資於非投資等級之高風險債券且配息之來源可能為本金),36.0500,8.3300,13.0300,0.0600,0.47
日盛亞洲高收益債券基金-A不配息(台幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),11.8400,9.2400,7.9800,0.0500,0.47
日盛亞洲高收益債券基金-B配息(台幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),14.3100,5.2900,16.2000,0.0600,0.47
摩根亞洲總合高收益債券基金-月配型(美元)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),14.5000,6.7400,12.5600,0.0622,0.46
富達亞洲高收益債券基金-I類型累積型(台幣)(本基金主要係投資於非投資等級之高風險債券),26.0000,9.4500,10.5800,0.0600,0.45
野村亞太複合高收益債基金-月配型(美元)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),13.4500,5.2400,12.8000,0.0021,0.45
富蘭克林華美全球高收益債券基金-C分配型(人民幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),11.9800,5.7000,13.3451,0.1400,0.44
富蘭克林華美全球高收益債券基金-B分配型(人民幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),16.2900,9.9900,13.2400,0.0400,0.42
富蘭克林華美全球高收益債券基金-A累積型(人民幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),12.5600,9.5200,0.4693,0.0700,0.42
野村亞太複合高收益債基金-累積型(美元)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),11.2300,9.4400,31.4700,0.0400,0.42
聯邦永騰亞洲高收益債券基金-A不配息(台幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),12.9100,8.7170,9.2100,0.0500,0.42
富達亞洲高收益債券基金-A類型累積型(台幣)(本基金主要係投資於非投資等級之高風險債券),13.4471,6.3000,16.6400,0.1400,0.41
富達亞洲高收益債券基金-A類型月配型(台幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),14.3700,0.3716,9.5700,0.0300,0.41
聯邦永騰亞洲高收益債券基金-B月配息(台幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.4693,9.8200,11.9900,0.0400,0.41
匯豐亞洲高收益債券基金-不配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),45.7800,7.6200,33.7400,0.0400,0.40
群益中國高收益債券基金(人民幣)(本基金主要係投資於非投資等級之高風險債券),11.7800,9.4700,7.3000,0.0400,0.40
柏瑞全球策略高收益債券基金B月配息(美元)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),17.7400,8.0800,9.8000,0.0400,0.38
柏瑞全球策略高收益債券基金N9不配息(美元)(本基金主要係投資於非投資等級之高風險債券),11.1900,7.9300,9.9000,0.0400,0.36
柏瑞全球策略高收益債券基金N月配息(澳幣)(本基金主要係投資於非投資等級之高風險債券),12.0000,9.1600,10.0800,0.0400,0.34
柏瑞全球策略高收益債券基金N月配息(美元)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),45.4200,3.6400,10.1300,0.0300,0.34
柏瑞全球策略高收益債券基金A不配息(美元)(本基金主要係投資於非投資等級之高風險債券),10.0200,8.9500,10.6400,0.0509,0.32
柏瑞全球策略高收益債券基金B月配息(澳幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),10.2400,7.8000,11.1100,0.0300,0.32
華頓全球高收益債券基金-B配息(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),10.7900,9.9400,8.8300,0.0500,0.31
聯邦永騰亞洲高收益債券基金-B月配息(人民幣避險)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),10.2000,9.8300,15.0066,0.0400,0.30
聯邦永騰亞洲高收益債券基金-A不配息(人民幣避險)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),10.1700,9.8000,9.3100,0.0200,0.29
華頓全球高收益債券基金-A不配息(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),10.6900,4.5700,15.6400,0.0300,0.29
柏瑞全球策略高收益債券基金B月配息(人民幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),11.1100,6.2300,13.1500,0.0300,0.29
柏瑞全球策略高收益債券基金N9不配息(人民幣)(本基金主要係投資於非投資等級之高風險債券),10.2400,9.9410,6.7600,0.0400,0.29
柏瑞全球策略高收益債券基金N月配息(人民幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),15.4587,8.6900,10.2100,0.0300,0.28
中國信託全球短期高收益債券基金-分配型(美元)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),10.2000,8.8200,10.2600,0.0400,0.26
柏瑞全球策略高收益債券基金A不配息(人民幣)(本基金主要係投資於非投資等級之高風險債券),22.0900,8.1900,13.7700,0.0500,0.26
宏利中國高收益債券基金-B月配息(人民幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),17.6700,5.2700,10.3900,0.0300,0.26
中國信託全球短期高收益債券基金-累積型(美元)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),10.2400,9.9700,14.3700,0.0300,0.25
柏瑞全球策略高收益債券基金B月配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),10.2700,9.8300,18.9800,0.0300,0.21
柏瑞全球策略高收益債券基金Bt月配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),10.2700,9.8200,11.4400,0.0200,0.21
瑞銀亞洲高收益債券基金-B月配息(台幣)(本基金主要投資於非投資等級之高風險債券且配息來源可能為本金),14.2000,5.3800,11.5100,0.0200,0.20
柏瑞全球策略高收益債券基金N9不配息(台幣)(本基金主要係投資於非投資等級之高風險債券),10.5600,10.0000,12.0400,0.0200,0.20
柏瑞全球策略高收益債券基金N月配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),14.7500,8.5000,9.5300,0.0200,0.20
柏瑞全球策略高收益債券基金A不配息(台幣)(本基金主要係投資於非投資等級之高風險債券),19.0600,7.8600,9.6600,0.0200,0.20
宏利新興市場高收益債券基金-A不配息(人民幣避險)(本基金主要係投資於非投資等級之高風險債券),11.4400,9.7300,9.7800,0.0200,0.20
瑞銀亞洲高收益債券基金-A不配息(台幣)(本基金主要係投資於非投資等級之高風險債券),11.5700,8.2900,9.7800,0.0200,0.20
德銀遠東DWS亞洲高收益債券基金-累積型(台幣)(本基金主要係投資於非投資等級之高風險債券且配息之來源可能為本金),12.0700,8.2900,9.7800,0.0200,0.20
富達亞洲高收益債券基金-A類型月配型(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),11.3700,6.3000,9.7800,0.0048,0.20
瑞銀亞洲高收益債券基金-A不配息(美元)(本基金主要係投資於非投資等級之高風險債券),18.4600,9.7600,9.8700,0.0200,0.20
瑞銀亞洲高收益債券基金-B月配息(美元)(本基金主要投資於非投資等級之高風險債券且配息來源可能為本金),10.0000,9.7600,9.9800,0.0200,0.20
日盛亞洲高收益債券基金-A不配息(人民幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),10.0000,9.7600,2.4070,0.0200,0.19
富達亞洲高收益債券基金-A類型累積型(美元)(本基金主要係投資於非投資等級之高風險債券),10.0000,9.7600,10.0500,0.0200,0.19
兆豐國際新興市場高收益債券基金A累積型(本基金主要係投資於非投資等級之高風險債券),10.0000,9.8500,10.0600,0.0200,0.19
兆豐國際新興市場高收益債券基金B月配型(本基金主要係投資於非投資等級之高風險債券),10.1900,9.9400,10.1500,0.0200,0.18
復華新興市場高收益債券基金A不配息(台幣)(本基金主要係投資於非投資等級之高風險債券),10.2200,2.0523,10.3000,0.0200,0.18
富邦策略高收益債券基金A不配息(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),2.4229,10.0000,10.4300,0.0200,0.18
富邦策略高收益債券基金C配息(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),10.0500,10.0000,10.6900,0.0200,0.17
日盛亞洲高收益債券基金-B配息(人民幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),10.0600,9.9600,10.8600,0.0005,0.16
日盛亞洲高收益債券基金-A不配息(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),10.2600,9.9900,11.3300,0.0162,0.16
日盛亞洲高收益債券基金-B配息(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),10.3200,10.0000,11.4500,0.0162,0.16
國泰中國高收益債券基金-不配息(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),10.4400,9.9900,0.3033,0.0162,0.16
富達亞洲高收益債券基金-I類型月配型(台幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),10.7000,9.6300,9.8623,0.0162,0.16
復華新興市場高收益債券基金B配息(人民幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),12.2200,8.4000,9.8623,0.0006,0.16
匯豐中國高收益債券基金-不配息(人民幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),11.3600,9.8800,9.8623,0.0500,0.16
匯豐中國高收益債券基金-不配息(美元)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),11.4800,0.2324,9.8623,0.0003,0.15
匯豐亞洲高收益債券基金-不配息(美元)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),0.3100,9.8085,0.3669,0.0200,0.15
匯豐亞洲高收益債券基金-配息(美元)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),10.0103,9.8085,30.7000,0.0171,0.13
宏利新興市場高收益債券基金-C月配息(人民幣避險)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),10.0103,9.8085,0.1901,0.0131,0.13
宏利新興市場高收益債券基金-C月配息(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),10.0103,9.8085,13.3000,0.0131,0.12
群益中國高收益債券基金N類型(人民幣)(本基金主要係投資於非投資等級之高風險債券),10.0103,0.3033,11.7123,0.0122,0.12
群益中國高收益債券基金N類型(台幣)(本基金主要係投資於非投資等級之高風險債券),0.3669,9.6200,10.2861,0.0122,0.11
群益中國高收益債券基金N類型(美元)(本基金主要係投資於非投資等級之高風險債券),39.2700,0.1759,10.3372,0.0100,0.10
宏利新興市場高收益債券基金-C月配息(台幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),0.1983,9.0800,10.1582,0.0100,0.10
元大新興亞洲美元債券基金B配息(美元)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),13.4600,9.6438,10.2091,0.0100,0.10
宏利新興市場高收益債券基金-A不配息(台幣)(本基金主要係投資於非投資等級之高風險債券),11.7134,9.9437,9.0900,0.0100,0.10
宏利中國高收益債券基金-A不配息(人民幣)(本基金主要係投資於非投資等級之高風險債券),10.3579,9.9437,9.7800,0.0100,0.10
群益中國高收益債券基金(台幣)(本基金主要係投資於非投資等級之高風險債券),10.3834,9.9190,9.9700,0.0100,0.10
元大新興亞洲美元債券基金A不配息(美元)(本基金有相當比重投資於非投資等級之高風險債券),10.2354,9.9190,9.9900,0.0100,0.10
宏利新興市場高收益債券基金-B月配息(台幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),10.2611,5.8100,10.0200,0.0100,0.10
國泰中國高收益債券基金-配息(台幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),10.4900,9.7700,10.0200,0.0100,0.10
國泰中國高收益債券基金-不配息(台幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),10.1000,9.0600,10.1200,0.0100,0.10
匯豐中國高收益債券基金-配息(人民幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),10.0500,9.9600,10.1600,0.0100,0.10
柏瑞新興市場高收益債券基金N月配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),10.2000,9.9900,10.1800,0.0100,0.10
台新亞澳高收益債券基金-B配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),10.1200,9.9900,10.2300,0.0100,0.09
柏瑞新興市場高收益債券基金N9不配息(台幣)(本基金主要係投資於非投資等級之高風險債券),10.1200,10.0000,10.2400,0.0100,0.09
台新亞澳高收益債券基金-A不配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),10.3400,9.8900,10.2300,0.0100,0.09
柏瑞新興市場高收益債券基金A不配息(台幣)(本基金主要係投資於非投資等級之高風險債券),10.2700,9.9900,10.5000,0.0100,0.09
柏瑞新興市場高收益債券基金B月配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),10.4200,9.9600,10.5800,0.0100,0.09
統一中國高收益債券基金-累積型(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),10.2300,9.9600,10.8200,0.0100,0.09
統一中國高收益債券基金-月配型(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),10.2400,6.0700,10.9000,0.0100,0.09
摩根亞洲總合高收益債券基金-月配型(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),11.4100,10.0000,11.0000,0.0118,0.09
野村美利堅高收益債基金-月配型(人民幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),10.5300,9.2600,11.0100,0.0100,0.09
匯豐亞洲高收益債券基金-不配息(人民幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),10.5800,9.9100,11.1600,0.0100,0.08
匯豐亞洲高收益債券基金-配息(人民幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),10.8600,9.4200,13.3259,0.0100,0.08
合庫全球高收益債券基金-A不配息(人民幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),10.9100,9.8800,11.4600,0.0100,0.08
柏瑞亞太高收益債券基金N9不配息(台幣)(本基金主要係投資於非投資等級之高風險債券),11.0400,9.5600,11.6800,0.0100,0.06
摩根亞洲總合高收益債券基金-累積型(台幣)(本基金主要係投資於非投資等級之高風險債券),11.0200,9.5300,12.2400,0.0100,0.06
柏瑞亞太高收益債券基金A不配息(台幣)(本基金主要係投資於非投資等級之高風險債券),11.1600,9.9413,12.3300,0.0100,0.05
柏瑞亞太高收益債券基金B月配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),13.5990,9.6700,12.4400,0.0100,0.02
柏瑞亞太高收益債券基金N月配息(台幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),12.0000,9.6100,15.7000,0.0020,0.00
富達亞洲高收益債券基金-A類型累積型(人民幣避險)(本基金主要係投資於非投資等級之高風險債券),11.6800,4.9500,16.0500,0.0000,0.00
富達亞洲高收益債券基金-A類型月配型(人民幣避險)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),12.6100,9.4300,18.8200,0.0000,0.00
合庫全球高收益債券基金-B配息(人民幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),13.0100,9.9100,12.5080,0.0000,0.00
統一中國高收益債券基金-累積型(台幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),12.7100,9.9300,12.7300,0.0000,0.00
統一中國高收益債券基金-月配型(台幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),17.4500,6.8700,12.1100,0.0000,0.00
柏瑞新興市場高收益債券基金A不配息(美元)(本基金主要係投資於非投資等級之高風險債券),16.1100,6.2500,7.8800,0.0000,0.00
柏瑞新興市場高收益債券基金N月配息(美元)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),19.9100,8.0460,13.2800,0.0000,0.00
柏瑞新興市場高收益債券基金N9不配息(美元)(本基金主要係投資於非投資等級之高風險債券),13.0310,8.2500,13.6400,0.0000,0.00
柏瑞新興市場高收益債券基金B月配息(美元)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),13.4500,6.9700,10.1700,0.0000,0.00
柏瑞亞太高收益債券基金A不配息(美元)(本基金主要係投資於非投資等級之高風險債券),13.1500,5.0200,12.2100,0.0000,0.00
施羅德全球策略高收益債券基金-B分配(人民幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),12.4000,8.9900,12.2500,0.0000,0.00
柏瑞亞太高收益債券基金N9不配息(美元)(本基金主要係投資於非投資等級之高風險債券),13.5000,9.2000,16.4900,0.0000,0.00
柏瑞亞太高收益債券基金N月配息(美元)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),13.9500,4.9000,17.5500,0.0000,0.00
柏瑞亞太高收益債券基金B月配息(美元)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),11.7600,9.1300,10.4100,0.0000,0.00
富邦策略高收益債券基金C配息(台幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),13.0900,8.3900,5.7800,0.0000,0.00
富邦策略高收益債券基金B配息(台幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),12.6800,6.6300,11.2400,0.0000,0.00
富邦策略高收益債券基金A不配息(台幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),20.0400,8.5800,10.7300,0.0000,0.00
柏瑞亞太高收益債券基金N9不配息(人民幣)(本基金主要係投資於非投資等級之高風險債券),19.1600,9.9100,10.0000,0.0000,0.00
柏瑞亞太高收益債券基金N月配息(人民幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),10.4700,5.1600,10.0000,0.0000,0.00
柏瑞亞太高收益債券基金B月配息(人民幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),10.2700,10.0000,10.0000,0.0000,0.00
柏瑞亞太高收益債券基金A不配息(人民幣)(本基金主要係投資於非投資等級之高風險債券),11.3500,10.0000,10.0000,0.0000,0.00
富蘭克林華美中國高收益債券基金(台幣)(本基金主要係投資於非投資等級之高風險債券),10.9500,10.0000,10.0000,0.0000,0.00
國泰新興高收益債券基金-不配息(人民幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),10.0000,10.0000,10.0000,0.0000,0.00
統一中國高收益債券基金-累積型(人民幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),10.0000,10.0000,10.0000,0.0000,0.00
統一中國高收益債券基金-月配型(人民幣)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),10.0000,10.0000,10.0000,0.0000,0.00
野村亞太複合高收益債基金-月配型(人民幣)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),10.0000,10.0000,10.0000,0.0000,0.00
